LANE_OID,POINT_NR,LATITUDE_L,LONGITUDE_L,X,Y,SIDE
238509506,-18,-17.093897,-70.638649,325644.19,8109324.55,R
238509511,9,-17.093793,-70.639212,325584.17,8109335.55,L
238509511,8,-17.093735,-70.63901,325605.64,8109342.19,L
238509511,7,-17.093734,-70.639005,325606.18,8109342.29,L
238509511,6,-17.093726,-70.638955,325611.48,8109343.22,L
238509511,5,-17.09373,-70.638903,325617,8109342.84,L
238509511,4,-17.093745,-70.638853,325622.3,8109341.18,L
238509511,3,-17.093771,-70.638809,325627.05,8109338.37,L
238509511,2,-17.093818,-70.63877,325631.24,8109333.18,L
238509511,1,-17.093891,-70.638659,325643.13,8109325.24,L
238509511,0,-17.093897,-70.638649,325644.19,8109324.55,L
238509511,0,-17.093768,-70.638564,325653.09,8109338.87,R
238509511,-1,-17.093762,-70.638574,325652.03,8109339.56,R
238509511,-2,-17.093741,-70.638601,325649.18,8109341.83,R
238509511,-3,-17.093679,-70.638651,325643.78,8109348.7,R
238509511,-4,-17.09363,-70.638707,325637.75,8109354.05,R
238509511,-5,-17.093596,-70.638764,325631.64,8109357.73,R
238509511,-6,-17.093573,-70.638822,325625.5,8109360.22,R
238509511,-7,-17.093544,-70.63889,325618.19,8109363.38,R
238509511,-8,-17.093554,-70.638944,325612.43,8109362.2,R
238509511,-9,-17.093559,-70.639013,325605.14,8109361.6,R
238509511,-10,-17.093564,-70.639027,325603.67,8109361.08,R
238509511,-11,-17.093586,-70.639052,325601.04,8109358.65,R
238509511,-12,-17.093588,-70.639056,325600.64,8109358.33,R
238509511,-13,-17.093647,-70.639258,325579.17,8109351.69,R
238509513,4,-17.093407,-70.638577,325651.43,8109378.86,L
238509513,3,-17.093415,-70.6386,325649,8109377.92,L
238509513,2,-17.093421,-70.638613,325647.57,8109377.24,L
238509513,1,-17.093588,-70.639056,325600.64,8109358.33,L
238509513,0,-17.093647,-70.639258,325579.17,8109351.69,L
238509513,0,-17.093793,-70.639212,325584.17,8109335.55,R
238509513,-1,-17.093735,-70.63901,325605.64,8109342.19,R
238509513,-2,-17.093699,-70.63889,325618.38,8109346.26,R
238509513,-3,-17.093689,-70.638874,325620.08,8109347.34,R
238509513,-4,-17.093589,-70.638547,325654.78,8109358.68,R
238509513,-5,-17.093588,-70.638537,325655.81,8109358.87,R
238509513,-6,-17.09358,-70.638513,325658.37,8109359.79,R
246439526,5,-17.093697,-70.639473,325556.32,8109345.91,L
246439526,4,-17.093778,-70.639724,325529.7,8109336.76,L
246439526,3,-17.093735,-70.639775,325524.22,8109341.48,L
246439526,2,-17.093751,-70.639831,325518.21,8109339.61,L
246439526,1,-17.093824,-70.639855,325515.81,8109331.53,L
246439526,0,-17.093906,-70.640104,325489.38,8109322.3,L
246439526,0,-17.094082,-70.640041,325496.19,8109302.8,R
246439526,-1,-17.094003,-70.639794,325522.4,8109311.75,R
246439526,-2,-17.093875,-70.63941,325563.18,8109326.28,R
246439527,1,-17.093568,-70.639069,325599.14,8109360.63,L
246439527,0,-17.093697,-70.639473,325556.32,8109345.91,L
246439527,0,-17.093875,-70.63941,325563.18,8109326.28,R
246439527,-1,-17.093741,-70.639008,325605.83,8109341.47,R
249353158,9,-17.101389,-70.635237,326014.32,8108498.49,L
249353158,8,-17.101425,-70.635288,326008.85,8108494.51,L
249353158,7,-17.101456,-70.635344,326002.9,8108490.95,L
249353158,6,-17.101478,-70.635393,325997.8,8108488.53,L
249353158,5,-17.101516,-70.63548,325988.56,8108484.24,L
249353158,4,-17.101539,-70.635529,325983.34,8108481.63,L
249353158,3,-17.101543,-70.635541,325982.04,8108481.17,L
249353158,2,-17.101555,-70.635598,325976,8108479.81,L
249353158,1,-17.101589,-70.635734,325961.54,8108475.9,L
249353158,0,-17.10161,-70.635829,325951.43,8108473.57,L
249353158,0,-17.101734,-70.635807,325953.89,8108459.82,R
249353158,-1,-17.101727,-70.635774,325957.48,8108460.63,R
249353158,-2,-17.101713,-70.635708,325964.5,8108462.22,R
249353158,-3,-17.101688,-70.635618,325974.04,8108465.09,R
249353158,-4,-17.101673,-70.635567,325979.39,8108466.83,R
249353158,-5,-17.10165,-70.635484,325988.24,8108469.44,R
249353158,-6,-17.101636,-70.635448,325992.1,8108470.94,R
249353158,-7,-17.101623,-70.635411,325995.93,8108472.5,R
249353158,-8,-17.101598,-70.635352,326002.24,8108475.29,R
249353158,-9,-17.101581,-70.635311,326006.53,8108477.22,R
249353158,-10,-17.101554,-70.635254,326012.63,8108480.22,R
249353158,-11,-17.101529,-70.635203,326018.06,8108483.09,R
249353158,-12,-17.101496,-70.635162,326022.36,8108486.7,R
249353161,5,-17.10161,-70.635829,325951.43,8108473.57,L
249353161,4,-17.101637,-70.635971,325936.37,8108470.46,L
249353161,3,-17.101659,-70.636114,325921.2,8108467.82,L
249353161,2,-17.101674,-70.636208,325911.18,8108466.06,L
249353161,1,-17.10168,-70.63625,325906.75,8108465.39,L
249353161,0,-17.101681,-70.636281,325903.4,8108465.3,L
249353161,0,-17.10181,-70.63627,325904.69,8108450.95,R
249353161,-1,-17.101802,-70.636222,325909.83,8108451.97,R
249353161,-2,-17.101788,-70.636143,325918.23,8108453.58,R
249353161,-3,-17.101778,-70.636077,325925.23,8108454.67,R
249353161,-4,-17.101759,-70.635951,325938.63,8108456.98,R
249353161,-5,-17.101735,-70.635813,325953.26,8108459.68,R
249353161,-6,-17.101734,-70.635807,325953.89,8108459.82,R
249353162,7,-17.101768,-70.635441,325992.9,8108456.33,L
249353162,6,-17.101755,-70.635405,325996.71,8108457.87,L
249353162,5,-17.101729,-70.635331,326004.61,8108460.84,L
249353162,4,-17.101715,-70.635298,326008.08,8108462.42,L
249353162,3,-17.101689,-70.635239,326014.37,8108465.36,L
249353162,2,-17.101667,-70.635189,326019.64,8108467.82,L
249353162,1,-17.101648,-70.635153,326023.5,8108469.92,L
249353162,0,-17.101604,-70.635078,326031.45,8108474.87,L
249353162,0,-17.101494,-70.635155,326023.13,8108486.94,R
249353162,-1,-17.101532,-70.635206,326017.72,8108482.72,R
249353162,-2,-17.101563,-70.635269,326011,8108479.24,R
249353162,-3,-17.101583,-70.635315,326006.13,8108477.01,R
249353162,-4,-17.101604,-70.635364,326001,8108474.65,R
249353162,-5,-17.101626,-70.635416,325995.42,8108472.08,R
249353162,-6,-17.10164,-70.635455,325991.31,8108470.58,R
249353162,-7,-17.10165,-70.635484,325988.23,8108469.41,R
253128003,7,-17.101031,-70.634352,326108.1,8108538.9,L
253128003,6,-17.101005,-70.634316,326111.92,8108541.82,L
253128003,5,-17.100969,-70.634265,326117.33,8108545.9,L
253128003,4,-17.100942,-70.634226,326121.44,8108548.92,L
253128003,3,-17.100854,-70.634112,326133.51,8108558.71,L
253128003,2,-17.100787,-70.634023,326142.87,8108566.18,L
253128003,1,-17.100637,-70.633825,326163.81,8108582.98,L
253128003,0,-17.100604,-70.633776,326169.05,8108586.69,L
253128003,0,-17.100498,-70.63387,326158.97,8108598.36,R
253128003,-1,-17.100536,-70.633916,326154.06,8108594.05,R
253128003,-2,-17.100637,-70.634043,326140.61,8108582.83,R
253128003,-3,-17.100696,-70.634123,326132.14,8108576.24,R
253128003,-4,-17.100779,-70.634227,326121.17,8108566.88,R
253128003,-5,-17.100849,-70.634315,326111.94,8108559.06,R
253128003,-6,-17.100865,-70.634336,326109.7,8108557.35,R
253128003,-7,-17.100881,-70.634355,326107.68,8108555.51,R
253128003,-8,-17.10091,-70.634391,326103.82,8108552.25,R
253128003,-9,-17.100941,-70.634433,326099.38,8108548.83,R
253128239,5,-17.100138,-70.633581,326189.32,8108638.4,L
253128239,4,-17.10017,-70.63363,326184.21,8108634.85,L
253128239,3,-17.100274,-70.633787,326167.58,8108623.17,L
253128239,2,-17.100346,-70.633885,326157.24,8108615.12,L
253128239,1,-17.100382,-70.633931,326152.32,8108611.14,L
253128239,0,-17.1004,-70.633957,326149.63,8108609.15,L
253128239,0,-17.100498,-70.633871,326158.87,8108598.35,R
253128239,-1,-17.100391,-70.633707,326176.19,8108610.34,R
253128239,-2,-17.100254,-70.633495,326198.63,8108625.64,R
253195955,4,-17.09578,-70.627998,326779.51,8109125.66,L
253195955,3,-17.095825,-70.627885,326791.56,8109120.81,L
253195955,2,-17.09586,-70.627795,326801.15,8109117.03,L
253195955,1,-17.095965,-70.627509,326831.72,8109105.59,L
253195955,0,-17.096022,-70.627289,326855.15,8109099.49,L
253195955,0,-17.095875,-70.627247,326859.51,8109115.83,R
253195955,-1,-17.095828,-70.627408,326842.35,8109120.94,R
253195955,-2,-17.095768,-70.62759,326822.9,8109127.33,R
253195955,-3,-17.095728,-70.627708,326810.33,8109131.66,R
253195955,-4,-17.095641,-70.627944,326785.09,8109141.09,R
253205497,4,-17.095723,-70.627203,326863.99,8109132.65,L
253205497,3,-17.095685,-70.627348,326848.56,8109136.72,L
253205497,2,-17.095637,-70.627515,326830.75,8109141.98,L
253205497,1,-17.095558,-70.62774,326806.74,8109150.42,L
253205497,0,-17.095502,-70.62789,326790.72,8109156.58,L
253205497,0,-17.095641,-70.627944,326785.14,8109141.15,R
253205497,-1,-17.095766,-70.627593,326822.52,8109127.53,R
253205497,-2,-17.095871,-70.627246,326859.63,8109116.31,R
253206148,5,-17.095859,-70.626356,326954.27,8109118.41,L
253206148,4,-17.095857,-70.626361,326953.8,8109118.62,L
253206148,3,-17.095816,-70.626639,326924.18,8109122.86,L
253206148,2,-17.095786,-70.626843,326902.37,8109126.07,L
253206148,1,-17.09575,-70.62707,326878.16,8109129.86,L
253206148,0,-17.095723,-70.627203,326863.99,8109132.65,L
253206148,0,-17.095871,-70.627246,326859.63,8109116.31,R
253206148,-1,-17.095928,-70.626977,326888.22,8109110.24,R
253206148,-2,-17.095948,-70.626792,326907.97,8109108.13,R
253206148,-3,-17.095977,-70.626521,326936.84,8109105.2,R
253206148,-4,-17.096005,-70.626403,326949.41,8109102.2,R
253206148,-5,-17.096006,-70.626399,326949.91,8109102.07,R
253206223,6,-17.096022,-70.627289,326855.15,8109099.49,L
253206223,5,-17.096047,-70.627166,326868.27,8109096.88,L
253206223,4,-17.096092,-70.626805,326906.7,8109092.21,L
253206223,3,-17.096095,-70.626756,326911.95,8109091.9,L
253206223,2,-17.096104,-70.626706,326917.27,8109091.02,L
253206223,1,-17.096126,-70.626598,326928.76,8109088.61,L
253206223,0,-17.096158,-70.626442,326945.43,8109085.25,L
253206223,0,-17.09601,-70.6264,326949.79,8109101.59,R
253206223,-1,-17.095979,-70.626522,326936.75,8109104.97,R
253206223,-2,-17.095973,-70.626595,326928.94,8109105.6,R
253206223,-3,-17.095928,-70.626978,326888.22,8109110.15,R
253206223,-4,-17.095876,-70.627242,326860.01,8109115.75,R
253206223,-5,-17.095875,-70.627247,326859.51,8109115.83,R
253214179,6,-17.096647,-70.632633,326287.01,8109025.62,L
253214179,5,-17.09653,-70.632501,326300.94,8109038.61,L
253214179,4,-17.09648,-70.632443,326307.02,8109044.2,L
253214179,3,-17.096429,-70.632382,326313.56,8109049.98,L
253214179,2,-17.096306,-70.632245,326327.99,8109063.66,L
253214179,1,-17.096263,-70.63219,326333.81,8109068.54,L
253214179,0,-17.096194,-70.632099,326343.45,8109076.19,L
253214179,0,-17.096089,-70.632189,326333.78,8109087.74,R
253214179,-1,-17.096541,-70.632726,326277.03,8109037.22,R
253214655,5,-17.095982,-70.632278,326324.21,8109099.51,L
253214655,4,-17.096214,-70.632554,326295.05,8109073.56,L
253214655,3,-17.096249,-70.632598,326290.37,8109069.63,L
253214655,2,-17.096341,-70.632708,326278.77,8109059.42,L
253214655,1,-17.096425,-70.632811,326267.88,8109050.01,L
253214655,0,-17.096434,-70.632822,326266.74,8109049.02,L
253214655,0,-17.096541,-70.632726,326277.02,8109037.28,R
253214655,-1,-17.096104,-70.63221,326331.47,8109086.08,R
253214655,-2,-17.096089,-70.632189,326333.77,8109087.8,R
253215686,4,-17.096434,-70.632822,326266.74,8109049.02,L
253215686,3,-17.096471,-70.632867,326261.94,8109044.89,L
253215686,2,-17.096544,-70.632964,326251.67,8109036.65,L
253215686,1,-17.096602,-70.633041,326243.59,8109030.19,L
253215686,0,-17.096879,-70.633439,326201.46,8108999.17,L
253215686,0,-17.096995,-70.63336,326209.99,8108986.44,R
253215686,-1,-17.096918,-70.633248,326221.75,8108995.02,R
253215686,-2,-17.096541,-70.632726,326277.02,8109037.28,R
253215716,3,-17.097113,-70.633282,326218.33,8108973.46,L
253215716,2,-17.097088,-70.633248,326222.01,8108976.21,L
253215716,1,-17.096936,-70.633022,326245.86,8108993.26,L
253215716,0,-17.096647,-70.632633,326287.01,8109025.62,L
253215716,0,-17.096541,-70.632726,326277.03,8109037.22,R
253215716,-1,-17.096625,-70.632832,326265.79,8109027.9,R
253215716,-2,-17.096944,-70.633284,326218.04,8108992.2,R
253215716,-3,-17.096996,-70.63336,326209.99,8108986.38,R
253215805,7,-17.096879,-70.633439,326201.46,8108999.17,L
253215805,6,-17.096978,-70.633587,326185.83,8108988.08,L
253215805,5,-17.097015,-70.633644,326179.75,8108983.94,L
253215805,4,-17.09705,-70.633708,326173,8108980.05,L
253215805,3,-17.097089,-70.633786,326164.71,8108975.63,L
253215805,2,-17.097192,-70.634004,326141.63,8108964.04,L
253215805,1,-17.097246,-70.634134,326127.83,8108957.93,L
253215805,0,-17.097258,-70.634164,326124.66,8108956.65,L
253215805,0,-17.097392,-70.634116,326129.86,8108941.84,R
253215805,-1,-17.097384,-70.63409,326132.63,8108942.72,R
253215805,-2,-17.097323,-70.633966,326145.8,8108949.56,R
253215805,-3,-17.097191,-70.633715,326172.38,8108964.43,R
253215805,-4,-17.097083,-70.633509,326194.16,8108976.57,R
253215805,-5,-17.096995,-70.63336,326209.99,8108986.44,R
253216276,4,-17.097528,-70.634071,326134.79,8108926.84,L
253216276,3,-17.09746,-70.633874,326155.7,8108934.54,L
253216276,2,-17.097323,-70.63363,326181.53,8108949.94,L
253216276,1,-17.097157,-70.633359,326210.17,8108968.5,L
253216276,0,-17.097113,-70.633282,326218.33,8108973.46,L
253216276,0,-17.096996,-70.63336,326209.99,8108986.38,R
253216276,-1,-17.097077,-70.633497,326195.47,8108977.25,R
253216276,-2,-17.097326,-70.633966,326145.81,8108949.27,R
253216276,-3,-17.097385,-70.63409,326132.61,8108942.66,R
253216276,-4,-17.097392,-70.634116,326129.84,8108941.78,R
253216430,4,-17.097258,-70.634164,326124.66,8108956.65,L
253216430,3,-17.097273,-70.634207,326120.09,8108954.96,L
253216430,2,-17.097297,-70.634292,326111.05,8108952.15,L
253216430,1,-17.09737,-70.634619,326076.3,8108943.86,L
253216430,0,-17.09741,-70.634842,326052.64,8108939.21,L
253216430,0,-17.097551,-70.634813,326055.87,8108923.57,R
253216430,-1,-17.097392,-70.634116,326129.86,8108941.84,R
253216449,4,-17.097694,-70.634786,326058.8,8108907.84,L
253216449,3,-17.097623,-70.634455,326094.01,8108915.95,L
253216449,2,-17.097584,-70.634311,326109.31,8108920.42,L
253216449,1,-17.097556,-70.634199,326121.15,8108923.56,L
253216449,0,-17.097528,-70.634071,326134.79,8108926.84,L
253216449,0,-17.097392,-70.634116,326129.84,8108941.78,R
253216449,-1,-17.097426,-70.634252,326115.44,8108937.93,R
253216449,-2,-17.097552,-70.634813,326055.84,8108923.52,R
253216758,3,-17.097898,-70.636173,325911.39,8108884.04,L
253216758,2,-17.097891,-70.636093,325919.9,8108884.87,L
253216758,1,-17.097865,-70.635656,325966.4,8108888.12,L
253216758,0,-17.097838,-70.635472,325985.98,8108891.25,L
253216758,0,-17.097701,-70.6355,325982.89,8108906.43,R
253216758,-1,-17.097734,-70.635685,325963.19,8108902.53,R
253216758,-2,-17.097757,-70.636148,325913.99,8108899.61,R
253216758,-3,-17.097758,-70.636174,325911.23,8108899.48,R
253216853,3,-17.09741,-70.634842,326052.64,8108939.21,L
253216853,2,-17.097442,-70.634974,326038.65,8108935.49,L
253216853,1,-17.097474,-70.635108,326024.42,8108931.92,L
253216853,0,-17.097563,-70.635525,325980.12,8108921.7,L
253216853,0,-17.0977,-70.635499,325982.92,8108906.48,R
253216853,-1,-17.097551,-70.634813,326055.87,8108923.57,R
253216875,2,-17.097838,-70.635472,325985.98,8108891.25,L
253216875,1,-17.09772,-70.634924,326044.21,8108904.86,L
253216875,0,-17.097694,-70.634786,326058.8,8108907.84,L
253216875,0,-17.097552,-70.634813,326055.84,8108923.52,R
253216875,-1,-17.097701,-70.6355,325982.89,8108906.43,R
253216944,3,-17.097563,-70.635525,325980.12,8108921.7,L
253216944,2,-17.09758,-70.635606,325971.46,8108919.72,L
253216944,1,-17.097618,-70.636164,325912.13,8108915.03,L
253216944,0,-17.097618,-70.636176,325910.81,8108915,L
253216944,0,-17.097758,-70.636173,325911.27,8108899.52,R
253216944,-1,-17.097733,-70.635687,325962.99,8108902.69,R
253216944,-2,-17.0977,-70.635499,325982.92,8108906.48,R
253218012,11,-17.097776,-70.638024,325714.29,8108895.89,L
253218012,10,-17.09777,-70.637988,325718.1,8108896.49,L
253218012,9,-17.097749,-70.637832,325734.68,8108899,L
253218012,8,-17.097726,-70.637667,325752.29,8108901.72,L
253218012,7,-17.097717,-70.637588,325760.64,8108902.75,L
253218012,6,-17.097716,-70.637518,325768.06,8108902.94,L
253218012,5,-17.097719,-70.637461,325774.18,8108902.62,L
253218012,4,-17.097725,-70.637399,325780.74,8108902.04,L
253218012,3,-17.097736,-70.637335,325787.58,8108900.91,L
253218012,2,-17.09775,-70.637278,325793.73,8108899.43,L
253218012,1,-17.097782,-70.637156,325806.65,8108895.97,L
253218012,0,-17.097791,-70.63713,325809.51,8108895.04,L
253218012,0,-17.097658,-70.637086,325814.05,8108909.7,R
253218012,-1,-17.09765,-70.637113,325811.19,8108910.62,R
253218012,-2,-17.09762,-70.637234,325798.28,8108913.87,R
253218012,-3,-17.097602,-70.637321,325788.95,8108915.72,R
253218012,-4,-17.097594,-70.637407,325779.83,8108916.55,R
253218012,-5,-17.097597,-70.637596,325759.65,8108916,R
253218012,-6,-17.097612,-70.637838,325733.95,8108914.21,R
253218012,-7,-17.097636,-70.63802,325714.65,8108911.35,R
253218012,-8,-17.097641,-70.638048,325711.65,8108910.81,R
253218053,8,-17.097618,-70.636176,325910.81,8108915,L
253218053,7,-17.097619,-70.636217,325906.5,8108914.81,L
253218053,6,-17.09762,-70.63628,325899.81,8108914.64,L
253218053,5,-17.09762,-70.636387,325888.4,8108914.59,L
253218053,4,-17.097595,-70.636687,325856.42,8108917.11,L
253218053,3,-17.09758,-70.636773,325847.31,8108918.68,L
253218053,2,-17.097555,-70.636894,325834.34,8108921.27,L
253218053,1,-17.097531,-70.637007,325822.3,8108923.84,L
253218053,0,-17.097526,-70.637042,325818.64,8108924.42,L
253218053,0,-17.097658,-70.637085,325814.1,8108909.77,R
253218053,-1,-17.097753,-70.636623,325863.4,8108899.67,R
253218053,-2,-17.097766,-70.636362,325891.14,8108898.4,R
253218053,-3,-17.097758,-70.636173,325911.27,8108899.52,R
253218065,4,-17.097791,-70.63713,325809.51,8108895.04,L
253218065,3,-17.097838,-70.636945,325829.21,8108889.93,L
253218065,2,-17.097881,-70.636672,325858.27,8108885.39,L
253218065,1,-17.097903,-70.636338,325893.85,8108883.31,L
253218065,0,-17.097898,-70.636173,325911.39,8108884.04,L
253218065,0,-17.097758,-70.636174,325911.23,8108899.48,R
253218065,-1,-17.097757,-70.636361,325891.33,8108899.43,R
253218065,-2,-17.097754,-70.636623,325863.36,8108899.55,R
253218065,-3,-17.097698,-70.636907,325833.07,8108905.47,R
253218065,-4,-17.097658,-70.637086,325814.05,8108909.7,R
255059020,10,-17.100836,-70.634509,326091.2,8108560.4,L
255059020,9,-17.100843,-70.634516,326090.49,8108559.56,L
255059020,8,-17.100935,-70.634619,326079.6,8108549.35,L
255059020,7,-17.101008,-70.634712,326069.81,8108541.17,L
255059020,6,-17.101139,-70.634881,326051.93,8108526.44,L
255059020,5,-17.101192,-70.634944,326045.25,8108520.52,L
255059020,4,-17.101213,-70.63497,326042.53,8108518.19,L
255059020,3,-17.101254,-70.635032,326036,8108513.59,L
255059020,2,-17.101291,-70.635077,326031.2,8108509.51,L
255059020,1,-17.101363,-70.63519,326019.26,8108501.4,L
255059020,0,-17.101389,-70.635237,326014.32,8108498.49,L
255059020,0,-17.101496,-70.635162,326022.36,8108486.7,R
255059020,-1,-17.10141,-70.63503,326036.29,8108496.34,R
255059020,-2,-17.101344,-70.634934,326046.49,8108503.74,R
255059020,-3,-17.101273,-70.634841,326056.29,8108511.73,R
255059020,-4,-17.101225,-70.634781,326062.6,8108517.11,R
255059020,-5,-17.100941,-70.634434,326099.32,8108548.84,R
255059020,-6,-17.100935,-70.634426,326100.13,8108549.45,R
255359883,10,-17.1004,-70.633957,326149.63,8108609.15,L
255359883,9,-17.100447,-70.634014,326143.55,8108603.87,L
255359883,8,-17.100481,-70.634061,326138.58,8108600.02,L
255359883,7,-17.10055,-70.634154,326128.73,8108592.29,L
255359883,6,-17.100614,-70.634234,326120.34,8108585.22,L
255359883,5,-17.100682,-70.634316,326111.65,8108577.59,L
255359883,4,-17.100754,-70.634407,326102,8108569.54,L
255359883,3,-17.100772,-70.63443,326099.54,8108567.46,L
255359883,2,-17.100792,-70.634454,326097.06,8108565.28,L
255359883,1,-17.100812,-70.634479,326094.38,8108563.09,L
255359883,0,-17.100836,-70.634509,326091.2,8108560.4,L
255359883,0,-17.100935,-70.634426,326100.13,8108549.45,R
255359883,-1,-17.10091,-70.634392,326103.79,8108552.29,R
255359883,-2,-17.10088,-70.634358,326107.35,8108555.66,R
255359883,-3,-17.100863,-70.634338,326109.5,8108557.49,R
255359883,-4,-17.100852,-70.634319,326111.49,8108558.8,R
255359883,-5,-17.100779,-70.634231,326120.8,8108566.89,R
255359883,-6,-17.100696,-70.634125,326131.97,8108576.17,R
255359883,-7,-17.100635,-70.634044,326140.49,8108582.99,R
255359883,-8,-17.100498,-70.633871,326158.87,8108598.35,R
255360138,15,-17.101604,-70.635078,326031.45,8108474.87,L
255360138,14,-17.101575,-70.635033,326036.12,8108478.09,L
255360138,13,-17.101526,-70.634963,326043.53,8108483.54,L
255360138,12,-17.101465,-70.634884,326051.96,8108490.42,L
255360138,11,-17.101438,-70.634849,326055.59,8108493.39,L
255360138,10,-17.101387,-70.634782,326062.7,8108499.12,L
255360138,9,-17.101366,-70.634755,326065.5,8108501.44,L
255360138,8,-17.101335,-70.634716,326069.68,8108504.91,L
